Video Id,Video Title_x,Channel Id_x,Channel Title_x,Video Tags_x,Channel Country_x
8X9OLVttNPs,FOREIGNER SHOCKED IN PHILIPPINES! Big Surprise In Tacloban (Finding My Car),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Foreigner Philippines', 'Shocked Philippines', 'Foreigner Shocked Filipino', 'Surprised Philippines', 'Foreigner Surprised Filipino', 'Car Philippines', 'Samar', 'Tacloban', 'Becoming Filipino', 'Kumander Daot', 'Finding Filipino Friend', 'Motor Vlog Philippines', 'Driving Philippines', 'Shocking Filipino', 'Filipino Surprise', 'Travel Philippines', 'Foreign Vlogger Philippines', 'Vlog Filipino', 'Kyle Jennermann', 'Kulas', 'British Filipino', 'Canadian Filipino', 'Brit Philippines', 'Big Surprise Philippines', 'Leyte']",PH
wJJIlf6NBpQ,MY FIRST CAR IN THE PHILIPPINES! (Foreigner Driving In Davao),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Car Philippines', 'Driving Philippines', 'Foreigner Davao', 'Davao City', 'Foreigner Mindanao', 'Foreigner Philippines', 'Becoming Filipino', 'Filipino Driving', 'Buying Philippines', 'Car Rental Philippines', 'Mati', 'Tagum City', 'Travel Mindanao', 'Canadian Mindanao', 'First Philippines', 'First Car Filipino', 'First Time Davao', 'Kyle Jennermann', 'Road Trip Philippines', 'Car Vlog', 'Vlog Philippines', 'Vlog Davao', 'Foreigner Vlog Filipino', 'First Filipino', 'Best Vlog Philippines', 'Kulas']",PH
-cOD9GglwzU,"FILIPINO POLICE Take FOREIGNERS Travelling In Zamboanga, Mindanao!",UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Filipino Police', 'Police Philippines', 'Foreigners Police Philippines', 'Foreigners Arrested Philippines', 'Taken Philippines', 'Zamboanga', 'Foreigners Mindanao', 'Foreigners Philippines', 'Travel Zamboanga', 'Foreigners Zamboanga', 'Safe Mindanao', 'Travel Mindanao', 'Foreigners Travel Philippines', 'Danger Mindanao', 'Danger Zamboanga', 'Becoming Filipino', 'Kyle Jennermann', 'Philippines Canadian', 'Insane Filipino', 'Abduction Philippines', 'Special Forces Philippines', 'Filipino army']",PH
rE7d8tNmxJo,RESCUED BY FILIPINO FRIEND AGAIN! (I Love This In Philippines),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Foreigner Philippines', 'Best Filipino', 'Cagayan de Oro', 'Kyle Jennermann', 'Mindanao', 'Life Philippines', 'Filipino Friend', 'Rescued Philippines', 'Love Philippines', 'Filipino Rescue', 'Canadian Philippines', 'Wearing Filipino', 'Helping Philippines', 'Home Philippines', 'Filipino Home', 'Living In Mindanao', 'Foreigner Filipino', 'Foreigner Barong', 'Filipino Life', 'Filipino Clothing', 'Clothes Philippines', 'Made In Philippines', 'Friends Philippines', 'Saved Philippines', 'Filipino Saved Me', 'Helped Filipino']",PH
DsPDOxATXDI,AFRAID OF THE PHILIPPINES (Foreigners Travel Mindanao),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Afraid Philippines', 'Afraid Filipino', 'Foreigner Mindanao', 'Foreigner Philippines', 'Travel Mindanao', 'Travel Philippines', 'Afraid Travel', 'Kyle Jennermann', 'BecomingFilipino', 'Philippines Mindanao', 'Rural Philippines', 'Filipino Travel', 'Danger Philippines', 'Danger Filipino', 'Scared Philippines', 'Philippines Risks', 'Cagayan de Oro', 'Bukidnon', 'Filipino Canadian', 'Filipino Brit', 'Filipino German', 'German Philippines']",PH
PeE8P3wGY9g,Leaving GIRLFRIEND’S HOME In The PHILIPPINES (Filipina and Foreigner Life),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Filipina Girlfriend', 'Girlfriend Philippines', 'Home Philippines', 'Filipino Life', 'Life Philippines', 'Living In Philippines', 'Cagayan de Oro', 'Cavite', 'Maragondon', 'Becoming Filipino', 'Dating Filipina', 'Relationship Philippines', 'Mindanao', 'Filipino Friends', 'Leaving Philippines', 'Leaving Filipina', 'Canadian Philippines', 'Kyle Jennermann', 'House Philippines', 'Filipino House', 'Meeting Filipino Family', 'Filipino Family', 'Foreigner Filipina', 'Foreigner Mindanao']",PH
o-e1coyBf_0,"FILIPINO BANGUS POND HARVEST - Foreigner Tries Local Philippines Business (Davao, Mindanao)",UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,"['Fish Pond Philippines', 'Filipino Fish', 'Bangus', 'Foreigner Business Philippines', 'Working Philippines', 'Local Philippines', 'Local Filipino', 'Becoming Filipino', 'British Filipino', 'Kulas', 'Kyle Jennermann', 'Cateel', 'Davao', 'Mindanao', 'Foreigner Mindanao', 'Foreigner Working Philippines', 'Business Philippines', 'Foreign Business Philippines', 'Own Land Philippines', 'Canadian Mindanao', 'Brit Philippines', 'Bisaya Foreigner', 'Fish Work Philippines', 'Fish Harvest', 'Bad Business Philippines', 'Filipino Workers']",PH
Ppj1EpdEyYs,What in Philippines Eminem ?? Flow G - Rapstar | Reaction!!!,UCqp39Bl6dlXyCy9J2FgDraA,UZUNO,"['immortal technique', 'vinnie paz', 'music reaction', 'immortal technique reaction', 'vinnie paz reaction', 'player1505 reaction', 'immortal technique reaction dance with the devil', 'flow g', 'unli flow g']",ZA
QlTSkPtqTRo,The Battle of Marawi | Reaction!!!,UCqp39Bl6dlXyCy9J2FgDraA,UZUNO,"['immortal technique', 'vinnie paz', 'music reaction', 'immortal technique reaction', 'vinnie paz reaction', 'player1505 reaction', 'immortal technique reaction dance with the devil', 'how much money i earned from youtube philipines', 'how to send message to philipines bulk', 'what happend to philipines president', 'battle of marawi tribute', 'battle of marawi run this town', 'marawi', 'battle of marawi reaction', 'battle of marawi documentary', 'battle of marawi footage']",ZA
BKBIU-YJJc8,"FOREIGNERS REACT TO SAD PHILIPPINES COMMERCIALS (JOLLIBEE, GLOBE) - TRY NOT TO CRY CHALLENGE",UCqz1WM1LPEP_nkMMYeEyBVQ,We Wander,"['we wander', 'finnsnow', 'fighterboys', 'becomingfilipino', 'kyle jennerman', 'daniel marsh', 'bret maverick', 'best islands philippines', 'the philippines', 'philippines vlog', 'filipino vlog', 'philippines travel guide', 'foreigners in the philippines', 'travel philippines', 'making it juicy vlogs', 'the juicy vlog', 'Philippines', '2019', 'try not to cry', 'try not to cry challenge', 'jollibee', 'jollibee dance', 'jollibee kwentong', 'jollibee reaction', 'sad', 'jollibee commercial', 'globe', 'globe commercial', 'filipino commercial']",US
EN_T70la6sM,FOREIGNERS REACT TO JOLLIBEE'S CHOICE AND GLOBE ROGUE ONE (EMOTIONAL 😭),UCqz1WM1LPEP_nkMMYeEyBVQ,We Wander,"['we wander', 'finnsnow', 'fighterboys', 'becomingfilipino', 'kyle jennerman', 'daniel marsh', 'bret maverick', 'fearless and far', 'best islands philippines', 'boracay', 'the philippines', 'philippines vlog', 'filipino vlog', 'philippines travel guide', 'foreigners in the philippines', 'travel philippines', 'the juicy vlog', 'Philippines', '2019', 'try not to cry', 'jollibee', 'jollibee commercial', 'jollibee commercial reaction', 'globe commercial reaction', 'philippines commercial', 'foreigners react to philippines']",US
bW_WaXqlE9Q,FOREIGNER REACTS TO LIBAGON SOUTHERN LEYTE PHILIPPINES,UCqz1WM1LPEP_nkMMYeEyBVQ,We Wander,"['we wander', 'finnsnow', 'fighterboys', 'becomingfilipino', 'kyle jennerman', 'daniel marsh', 'bret maverick', 'fearless and far', 'best islands philippines', 'boracay', 'the philippines', 'philippines vlog', 'filipino vlog', 'philippines travel guide', 'foreigners in the philippines', 'travel philippines', 'making it juicy vlogs', 'the juicy vlog', 'Philippines', '2019', 'libagon', 'leyte', 'southern leyte', 'libagon leyte', 'leyte philippines', 'leyte travel']",US
4wY_xiZrl1I,FOREIGNER REACTS TO MACROHON SOUTHERN LEYTE PHILIPPINES,UCqz1WM1LPEP_nkMMYeEyBVQ,We Wander,"['we wander', 'finnsnow', 'fighterboys', 'becomingfilipino', 'kyle jennerman', 'daniel marsh', 'bret maverick', 'fearless and far', 'best islands philippines', 'boracay', 'the philippines', 'philippines vlog', 'filipino vlog']",US
dgSvonx7PxY,【DICE & K9 – Itsumo】Japanese Reaction,UCrOmnHUEWYsGia51g9QNG7g,Japanese Shu channel,"['#Phlippines', '#Japan', '#Japanese', '#Philipino', '#travel', '#culture', '#cusine', '#drink style', '#beer', '#tequila', '#gin']",JP
MRQ7_4CsCBk,"""Voltes V Legacy Philippines"" Japanese Reaction",UCrOmnHUEWYsGia51g9QNG7g,Japanese Shu channel,"['#Phlippines', '#Japan', '#Japanese', '#Philipino', '#travel', '#culture', '#cusine', '#drink style', '#beer', '#tequila', '#gin']",JP
zKEeeOArHc0,OH HOLY NIGHT - Morissette Amon (PHILIPPINES) VS. Sohyang (SOUTH KOREA)  Japanese Reaction,UCrOmnHUEWYsGia51g9QNG7g,Japanese Shu channel,"['#Phlippines', '#Japan', '#Japanese', '#Philipino', '#travel', '#culture', '#cusine', '#drink style', '#beer', '#tequila', '#gin']",JP
YEghAYdSOaI,Arthur Nery and Janine Teñoso perform “Pelikula” 【Japanese Reaction】,UCrOmnHUEWYsGia51g9QNG7g,Japanese Shu channel,"['#Phlippines', '#Japan', '#Japanese', '#Philipino', '#travel', '#culture', '#cusine', '#drink style', '#beer', '#tequila', '#gin']",JP
_WhpGoorhDE,Foreigners FIRST IMPRESSION About MANILA PHILIPPINES?! 🤔🇵🇭,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['intramuros tour 2018', 'spanish buildings manila', 'spanish architecture philippines', 'bambike ecotours intramuros', 'spanish places in manila', 'is philippines dangerous?', 'foreigners in manila', 'intramuros 2019', 'syrian vlogger', 'places in philippines that looks like europe', 'europe in the philippines', 'spanish in the philippines', 'fort santiago manila tour', 'foreign vloggers in philippines', 'foreigners in intramuros', 'what foreigners think of manila', 'foreign vloggers philippines']",PH
Pn2rq2Tn-PI,My SYRIAN FAMILY Finally Arrived in the PHILIPPINES🇵🇭 (Emotional) 😭,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['hungry syrian wanderer dad', 'the hungry syrian wanderer father', 'the hungry syrian wanderer family', 'the hungry syrian wanderer meeting his family', 'hungry syrian life story', 'meeting my father after 10 years', 'meeting with my family after long time', 'emotional father and son meeting after 10 years', 'coming to the philippines 2022', 'family reunite after many years', 'syrian family', 'meeting my family after many years', 'missing family reunite', 'reunion after many years']",PH
RoBe35avn8k,"ARABS Trying FILIPINO Street Food For the First Time! 🇵🇭 (Isaw, Kwek Kwek, Lumpia Ubod etc.)",UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['foreigner eating street food in the philippines', 'best street food in the Philippines', 'kwek kwek', 'isaw', 'fish ball', 'philippines streetfood 2022', 'chicken intestines', 'dynamite spring roll', 'chicharon bulaklak', 'exotic streetfood asia', 'asian streetfood', 'syrian eating streetfood', 'balut', 'filipino streetfood', 'hungry syrian street food', 'best ever review food', 'mark weins', 'best street food 2022', 'street food manila 2022', 'foreigners trying filipino food', 'foreigners eating street food 2022']",PH
HRYPYeqMuoU,"My BROTHER'S Reaction to my ""RESTAURANT in the PHILIPPINES!"" 🇵🇭 (He Can't Believe)",UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['the hungry syrian wanderer family', 'the hungry syrian wanderer meeting his family', 'foreigners trying filipino food', 'foreigners reaction to filipino food', 'hazem manadil', 'diana manadil', 'ivana alawi', 'the manadil family tagaytay', 'hungry syrian bro', 'hungry syrian taho', 'zeinab harake vlog', 'arabs in philippines', 'arab ph', 'hazem reacting to yolo retro diner', 'my brother reaction to yolo retro diner', 'retro diner', 'yolo retro diner review', 'my brother reaction to my restaurant', 'angry baba']",PH
vBu6fEVIZFY,Our First Time PICKING STRAWBERRY in The PHILIPPINES!🍓🇵🇭,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['baguio public market walkthrough 2023', 'where to buy cheap vegetables in baguio', 'where to buy strawberry in baguio', 'night market philippines', 'filipino delicacy', 'hungry syrian baguio', 'mr beast', 'thatwasepic', 'ivana alawi', 'small laude', 'zeinab harake', 'whamos cruz', 'baguio 2023', 'baguio trip 2023', 'foreigners reaction to baguio', 'session road 2023', 'foreigners in baguio', 'best place to visit in baguio 2023', 'benguet 2023', 'strawberry farm 2023', 'strawberry picking baguio']",PH
C0AChELLyRA,SYRIAN Family Trying FILIPINO FOOD!! (Bonding in Tagaytay) 😍🇵🇭,UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,"['hungry syrian wanderer dad', 'the hungry syrian wanderer father', 'the hungry syrian wanderer family', 'the hungry syrian wanderer meeting his family', 'meeting my father after 10 years', 'meeting with my family after long time', 'emotional father and son meeting after 10 years', 'coming to the philippines 2022', 'foreigners eating bulalo for the first time', 'foreigners trying filipino food', 'tagaytay 2022', 'foreigners reaction to tagaytay', 'foreigners reaction to filipino food']",PH
aFsqqv6Hy8k,First Time - Red Sand Beach! | Trying Filipino Corn Snack | Filipino American Couple 🇵🇭🇺🇸,UCravC7dPHG83M4LP4SYpXvg,Spencer & Kristy,"['filipino american couple', 'philam', 'filipino american', 'international couple', 'long distance', 'ldr', 'long distance couple', 'travel vlog', 'couple vlog', 'long distance dating', 'international', 'filam', 'biracial', 'couple', 'tourist', 'beach', 'travel', 'filipino-american', 'street food']",PH
bsuiRiyjFPY,Kristy's Favorite Place!! | Filipino-American Couple 🇵🇭🇺🇸,UCravC7dPHG83M4LP4SYpXvg,Spencer & Kristy,"['filipino american couple', 'philam', 'filipino american', 'international couple', 'long distance', 'ldr', 'long distance couple', 'travel vlog', 'couple vlog', 'long distance dating', 'international', 'filam', 'biracial', 'couple', 'tourist']",PH
f88NacJzekY,Foreigners Taste FILIPINO Alcohol for the FIRST TIME!! (TANDUAY & TUBA),UCrvUGNVWWyrQmx6SeVxJ9nQ,Team Amor,"['Alex Gonzaga Official', 'Raffy Tulfo in Action', 'BITAG OFFICIAL', 'Eat Bulaga!', 'ABS-CBN Entertaiment', 'BUBS & DOE', 'curious AK', 'Happy Reactions', 'Def Noodles', 'Dabble The Reaction', ""What's up Philippines"", 'Yazik Reacts', 'We Wander', 'itsKEVO', 'Mario Adrion', 'RELL & DEO TV', 'Dan Alexandrov', 'Everyday TV', 'Lavaado Music', 'Y & A Reacts', 'Dwyane Gambino', 'REACTIONS UNLIMITED', 'Adam Couser', 'Angelina Eonni88', 'Making it happen Vlog', 'Cong TV', 'Wish 107.5', 'JUICY REACTS', 'IMYOURBABYBOO']",PH
d7otlQw-9U0,Foreigners Trying FILIPINO LECHON for the FIRST TIME Shocking!! REACTION,UCrvUGNVWWyrQmx6SeVxJ9nQ,Team Amor,"['Alex Gonzaga Official', 'Raffy Tulfo in Action', 'BITAG OFFICIAL', 'Eat Bulaga!', 'ABS-CBN Entertaiment', 'BUBS & DOE', 'curious AK', 'Happy Reactions', 'Def Noodles', 'Dabble The Reaction', ""What's up Philippines"", 'Yazik Reacts', 'We Wander', 'itsKEVO', 'Mario Adrion', 'RELL & DEO TV', 'Dan Alexandrov', 'Everyday TV', 'Lavaado Music', 'Y & A Reacts', 'Dwyane Gambino', 'REACTIONS UNLIMITED', 'Adam Couser', 'Angelina Eonni88', 'Making it happen Vlog', 'Cong TV', 'Wish 107.5', 'JUICY REACTS', 'IMYOURBABYBOO']",PH
mVTtTCPfJT0,FOREIGNERS react to PHILIPPINES Investment BOOM - even Elon Musk invests here!!!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
Td1S2Oc__L8,FOREIGNERS react to a Day in the Life of a FILIPINO TAHO VENDOR,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
heLXsSzsaC0,FOREIGNERS emotional reaction to FILIPINO KINDNESS,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
F7SqfqPGhJo,Foreigners react to FILIPINO CHESS WONDERBOY - 10-year-old Champion!!!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
0-_hHvFLbFQ,FOREIGNERS react to FILIPINO Humor - Tongue Prank by Alex Gonzaga,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['Alex Gonzaga Vlog', 'philippines', 'manila', 'philippines vloggers', 'philippines celebreties', 'foreigners react to philippines']",PH
hcWVcx2dnUs,Are FILIPINOS really FLUENT in ENGLISH? Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
AQiO26XqrpA,Foreigners react to PHILIPPINES TOURISM AD 2020,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
ATNeSPX-KTk,FOREIGNER reacts to Meet the FILIPINO SUPERMAN,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
dBhVBUwG-fE,100 Years of FILIPINO BEAUTY - Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#Reaction', 'Foreigners react to Philippines', 'Reaction channel philippines', 'filipino beauty', 'filipino', 'philippines', 'philippines history']",PH
vYkKLnFBW6c,FOREIGNERS react to 7 FILIPINO VALUES to be PROUD of!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
_tTSdojGOtc,MANNY PACQUIAO and WIFE got EMOTIONAL SURPRISE from their kids - FOREIGNERS REACTION,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['MANNY PACQUIAO', '#Philippines', '#Reaction']",PH
4JPhkSR2-DI,FOREIGNERS share their FILIPINO CHRISTMAS experiences - REACTION,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
D8xSDEbzAso,Uncle Roger DISGUSTED by this Egg Fried Rice Video - FOREIGNERS Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['Uncle Roger', 'Uncle Roger Fried Rice', 'Fried Rice Viral Video', 'Uncle Roger Reaction', 'Reaction Channel', '#UncleRoger', '#FriedRice']",PH
3zq5EhLuE2g,FOREIGNER reacts to WHY I can't speak FILIPINO even after 9 Years in the PHILIPPINES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
6i2tLx8-fDI,FOREIGNER reacts to HOW the PHILIPPINES Makes MONEY,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
WVM79wc579E,FOREIGNER reacts to PHILIPPINES ENGLISH (it's so different),UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#Filipino']",PH
M-M0m6XDSvc,FOREIGNERS react to FILIPINO GRANDMA behavior! We didn't EXPECT THIS!!!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
GomBtOAWVYI,FOREIGNER reacts to 7 things we WISH we knew BEFORE traveling to the PHILIPPINES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
AdCc2tzn1Gc,Is FILIPINO the WORLDS BEST Accent? FOREIGNERS REACTION,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
vnwQEJmFtLo,"Foreigners react to FILIPINO CHRISTMAS AD ""Silent Christmas""",UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
OfSMIWxaG4w,FOREIGNER reacts to The PHILIPPINES NEW STRATEGY Explaine,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
zdfnFZDU-Yo,FOREIGNERS react to Viral FILIPINO Singing DNA,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
_c_LJimQ1zg,FILIPINO MOM proves Filipinos have the BEST ACCENT in the WORLD! Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
mm79FIZQfO8,FOREIGNERS react to FILIPINO KINDNESS: Jewish Rescue in the Philippines,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#ActsOfKindness', '#Reaction']",PH
FHYyiWVyAyY,FOREIGNERS react to PINOY TALENT! Pinay Behind Popular PHILIPPINES Airlines Voice-Overs,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['philippines', 'foreigners react to philippines', 'pinoy talent']",PH
YxKxOYvDqcg,FOREIGNERS react to TOP 10 UNIVERSITIES in the Philippines 2020,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#philippines', '#reaction']",PH
tHksfBT2y8M,FOREIGNER reacts to JOLLIBEE Fried Chicken and Spaghetti BUT BETTER!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
MfHl1wK6StQ,FOREIGNERS react to TOP 10 Luxury Resorts in PALAWAN PHILIPPINES!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
SbWJwoz4n_I,FILIPINO Ads are so  incredibly RELATEABLE! Foreigners react to Jollibee Kwentong Ad HERO,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
6IWRv_AhplM,Only FILIPINOS will get THIS! VINEGAR and COUSINS! Foreigners REACTION!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#FilipinoCulture', '#Philippines', '#Reaction']",PH
R9_qrjJwZp4,FOREIGNER reacts to THINGS I wish I knew BEFORE visiting THE PHILIPPINES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
0vtbuxqyclc,THIS fact of PHILIPPINES history SHOCKED us! Foreigners Reaction.,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#History', '#Reaction', 'philippines reaction', 'foreigners react to philippines', 'philippines history']",PH
0IUVhutkQaI,FOREIGN KIDS are trying FILIPINO SNACKS for the FIRST TIME - Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#FilipinoFood', '#Reaction']",PH
0h8i66OAWjM,FRENCH vs. FILIPINOS - Foreigners react to BIG DIFFERENCES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
t35VVrWzd4g,FOREIGNER reacts to the PHILIPPINES to build The WORLD's LARGEST SOLAR PARK,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
alXi7ylcI14,American Kids Try FILIPINO FOOD - Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#FilipinoFood', '#Reaction', '#Philippines', 'Philippines Reactions', 'Philippines Reaction Channel', 'Mike and Nelly', 'Making It Happen']",PH
tjdneKZMLXU,FOREIGNERS react to 20+ Amazing EXPRESSWAYS in PHILIPPINES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#Reaction']",PH
erHYTArmkZ0,"FOREIGNER reacts to WHAT Can $1,000 get you in the PHILIPPINES",UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
XaXEpPcGMeI,FOREIGNER reacts to the FALL Of JOLLIBEE'S International Expansion,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
MA6uOxouxnQ,FOREIGNERS react to Filipino FRONTLINERS SACRIFICE,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
9Ea2tpAf-UU,FOREIGNERS reacts to Uncle Roger HATE FOOD NETWORK ADOBO,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
NgIPg2kZ-N0,FOREIGNER reacts to the TRIBE that evolved to STAY UNDERWATER longer,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
F3Pq-ggrIR0,FOREIGNERS react to FILIPINO HOLLYWOOD STARS in Marvel Movies,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
B1QwLFLxido,LECHON KAWALI Korean Cook & React Filipino Food - FOREIGNERS REACTION,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#FilipinoFood', '#Philippines', '#Reaction']",PH
EJglTPNC0h0,Foreigners react to CRAZY 7 FILIPINO WONDERS - how many have we visited?,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
r6QmTo_yFRk,FOREIGNERS SHOCKED about FILIPINO vs. SPANISH Language Differences!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
CfDQWj3KX20,FOREIGNER reacts to ANDI EIGENMANN's typical day In SIARGAO,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
SMgrOzLfPe8,FOREIGNERS react to MOST EXPENSIVE HOUSES of FILIPINO Celebrity Girls,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
ag1cLigOqas,FOREIGNER reacts to MIKEY BUSTOS 'Flowers' Parody! (NOT what I expected!),UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
N9uOmaqVGI0,FOREIGNERS react to Kwentong JOLLIBEE AD 2021: Long Distance Relationship - it got EMOTIONAL!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#KwentongJollibee', '#JollibeeReaction', '#Philippines']",PH
0Ci6zVWeFWw,FOREIGNERS' First Opinions About PHILIPPINES - I wasn't expecting THIS...,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
6iur44FBpC4,FOREIGNERS react to FIRST FILIPINO SUPERCAR: Aurelio,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,['Aurelio Supercar Philippines'],PH
J596xmeIL5w,Foreigners REACT to FILIPINO MOMS - Jo Koy explains how he grew up!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Jokoy', '#FilipinoMoms', '#Philippines', 'filipino comedian', 'rice is rice jokoy foreigner reaction']",PH
Ku6HUcfN-Pg,FOREIGNERS react to FILIPINO ALADDIN Parody,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#FILIPINO', '#PHILIPPINES']",PH
l4jA9-Kinks,FOREIGNER reacts to Difference Between CHINESE and FILIPINO,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
Yvz9sWS6Tfc,FOREIGNER reacts to 🇪🇸 SPANISH vs 🇵🇭 CHAVACANO - can they understand each other?,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
NaKV6fgXuIE,Foreigners REACT to FILIPINO MOMS Part 2! Jo Koy about DREAMS and HOPES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
iMKVBr1gLYI,Can FILIPINOS really SING? Foreigners Reaction!,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['Filipinos Singing', 'Foreigners react to Philippines', 'Reaction channel philippines', 'pinoy talent']",PH
iTuXj5_kD4I,FOREIGNERS First time in PHILIPPINES - 9 Surprising Moments - REACTION,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#Filipinos', '#Reaction']",PH
kIbYhhIPwy8,FOREIGNERS react to FILIPINO Celebrities - Mimiyuuuh as Heart Evangelista for a Day,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['philippines', 'heart evangelista', 'iamhearte', 'mimiyuuuh', 'filipino vloggers', 'Love Marie Escudero', 'philippines reaction', 'foreigners react to philippines']",PH
93iLbjUbMDs,JAPANESE Girl tries FILIPINO BALUT for the FIRST TIME - Foreigners Reaction,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['foreigners react to philippines', 'foreigners try filipino food', 'philippines reaction', 'philippines']",PH
BGZiz7NQC_k,FOREIGNER reacts to guess the REAL FILIPINO,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,[],PH
NDjX8DFVM7w,FOREIGNER reacts to WHY PHILIPPINES Has So Much FOREIGN RESERVES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,"['#Philippines', '#PhilippinesReaction', '#PhilippinesEconomy']",PH
